;time;x;y;z;activity
512;1970-01-01 09:51:19.082278912;34.277184000000005;-7.6331039999999994;7.116254;backward_180
401;1970-01-01 09:53:06.007670784;-10.688739;-10.248460000000001;-7.068397999999999;backward_180
447;1970-01-01 04:18:52.759228416;-5.139783;-18.719051;-9.65504;backward_180
531;1970-01-01 09:53:10.346678272;-10.849058;-12.739388;-6.853044000000001;backward_180
841;1970-01-01 09:51:31.719716864;-0.830309;-0.9954139999999999;-12.619746000000001;backward_180
286;1970-01-01 09:59:42.012882944;6.211768;-5.513063;-14.263616;backward_180
804;1970-01-01 10:00:01.449287680;0.248854;-10.011569999999999;-12.49532;backward_180
510;1970-01-01 09:59:50.189678592;-23.152952;-15.247066;-5.017749;backward_180
226;1970-01-01 09:51:10.114856960;5.283352;-2.486143;-1.09352;backward_180
833;1970-01-01 09:53:21.522401280;3.649055;-1.22034;-3.677768;backward_180
927;1970-01-01 09:51:33.372272640;0.148355;-9.664611;-13.438092000000001;backward_180
927;1970-01-01 09:53:23.321757696;-0.899701;-10.600204;-0.136391;backward_180
610;1970-01-01 09:53:13.563709440;-8.054241000000001;-8.338987;-1.275374;backward_180
562;1970-01-01 04:18:58.717237248;17.757137;-17.855242;-6.9009;backward_180
178;1970-01-01 09:59:38.330284032;-3.8620160000000006;-11.720044999999999;-0.433101;backward_180
408;1970-01-01 09:53:06.141888512;15.488741000000001;-14.959928;-18.288342999999998;backward_180
487;1970-01-01 09:59:49.751373824;0.832702;-7.735996000000001;-6.513262999999999;backward_180
3;1970-01-01 09:52:55.744208896;-23.17688;-19.980068;-3.1250259999999996;backward_180
221;1970-01-01 09:53:01.014351872;-0.148355;-6.135197;-24.930819;backward_180
604;1970-01-01 04:18:59.526737920;-11.440085;-14.596217999999999;-15.517454999999998;backward_180
154;1970-01-01 09:59:37.866813440;-35.021351;-20.415564;-8.99462;backward_180
92;1970-01-01 09:51:05.910067200;8.963513;0.490529;1.222732;backward_180
129;1970-01-01 09:51:06.623098880;-1.9046869999999998;-3.771089;4.144369;backward_180
317;1970-01-01 09:53:04.386572288;-2.739782;7.8173509999999995;-2.550749;backward_180
772;1970-01-01 04:19:10.619623424;5.309673;-4.319045;6.541976999999999;backward_180
577;1970-01-01 09:53:12.932466688;-2.20379;3.9003010000000002;0.260818;backward_180
1014;1970-01-01 09:53:27.023230976;-5.8073809999999995;-5.556133999999999;-4.759323999999999;backward_180
83;1970-01-01 09:59:36.673533952;0.8159529999999999;-11.825330000000001;-2.397608;backward_180
860;1970-01-01 10:00:02.533515264;-41.888752000000004;-19.049260999999998;-13.031312;backward_180
735;1970-01-01 09:59:58.253228032;9.602397;-14.490934;4.256832;backward_180
628;1970-01-01 09:59:54.180558848;-20.09971;-19.104295999999998;-0.43549399999999994;backward_180
422;1970-01-01 04:18:52.283174912;8.69791;-6.486942;-3.926622;backward_180
205;1970-01-01 09:59:40.452601856;6.692725;-8.865408;7.360322;backward_180
859;1970-01-01 04:19:14.869501952;22.91367;-13.203595000000002;-15.570097;backward_180
614;1970-01-01 09:53:13.643401216;0.70349;-3.663411;-4.5631129999999995;backward_180
991;1970-01-01 04:19:38.070294528;11.973684;0.981057;-7.07797;backward_180
267;1970-01-01 04:18:46.558998528;9.123833;-6.690332000000001;-10.109675;backward_180
694;1970-01-01 09:53:16.900278272;-6.6687970000000005;1.052842;-1.550549;backward_180
253;1970-01-01 09:59:41.392125952;6.661617999999999;-4.828716;-8.405986;backward_180
537;1970-01-01 04:18:58.231746560;0.708275;-1.347159;-5.919843;backward_180
883;1970-01-01 10:00:02.973917184;3.18724;-8.286344999999999;-8.700303;backward_180
719;1970-01-01 09:51:27.527510016;25.509882;-8.755338;-5.931808;backward_180
